Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.73,6.27,1.2,0.471,F3V,17.716337,0
9.14,2.64,1.68,0.401,F2V,16.24802,0
6.43,18.23,0.93,0.409,F2V,17.733932,0
8.4,3.45,0.79,0.977,G8III,16.089096,1
9.41,3.88,1.6,0.437,F2/F3V,17.354158,0
8.68,3.85,1.49,0.3,A6V,16.607304,0
8.9,4.7,1.3,0.576,G1V,17.26049,0
8.21,3.67,1.12,1.013,G8III,16.033329,1
12.04,27.77,3.55,1.453,M2V:,24.25788,0
9.49,6.82,2.96,0.757,G5/G6V,18.65892,0
9.27,7.71,4.08,0.645,G5V,18.705273,0
6.97,2.33,0.54,1.628,M1III,13.80678,1
8.8,4.27,0.87,0.893,K0III,16.95214,1
7.06,3.78,0.84,0.004,B2Vne,14.947458,0
6.07,21.5,0.53,0.356,F0IV/V,17.732193,1
6.72,3.37,0.58,0.17,A5V,14.358149,0
9.86,25.75,1.11,1.119,K4/K5V,21.913885,0
8.02,7.0,0.98,0.48,F3V,17.245491,0
9.47,8.41,1.17,0.563,G0V,19.093979,0
7.36,4.54,1.0,1.029,K0III,15.645279,1
6.15,24.2,0.51,0.448,F5/F6IV/V,18.069077,1
9.06,4.72,1.07,0.43,F6IV,17.42971,1
5.76,6.25,0.83,1.185,K1III,14.739401,1
8.71,-0.06,0.95,1.211,K1III,7.6007566,1
7.1,5.22,0.6,0.906,G8III,15.688353,1
9.06,6.15,1.21,0.438,F3IV/V,18.004375,1
6.01,25.71,1.73,0.549,F7V+...,18.060509,0
7.6,3.68,0.96,0.11,B8V,15.429239,0
5.89,3.29,0.74,1.599,K5III,13.475979,1
7.93,5.91,0.94,0.237,A9V,16.787937,0
8.51,6.98,3.27,0.391,F3V,17.729277,0
3.69,57.19,0.62,0.844,G5IV,17.4766,1
4.97,4.65,0.55,-0.084,B8III,13.307264,1
9.14,1.31,1.34,0.927,K0/K1III,14.7263565,1
7.31,1.15,0.92,1.4,K4III,12.613489,1
8.18,2.38,1.02,1.508,K5/M0III,15.062885,1
9.81,1.15,1.52,0.18,B1V:pe,15.113489,0
9.8,4.4,1.59,0.669,G3/G5V,18.017263,0
5.69,10.18,0.78,1.06,G8III...,15.728739,1
6.37,5.13,0.59,-0.081,B8/B9V,14.920587,0
8.78,4.95,1.21,0.409,F2V,17.253025,0
8.65,6.33,1.19,0.658,G3V,17.657019,0
8.25,10.71,1.08,0.571,G1/G2V,18.398947,0
8.79,-0.24,1.29,1.504,M2III,10.691056,1
8.07,0.64,1.12,1.322,K2:III:,12.1009,1
7.86,1.57,0.95,1.419,K4III,13.8394985,1
8.7,11.62,0.82,0.874,K0IV,19.026031,1
7.43,0.99,2.18,0.09,B7V,12.408176,0
8.74,3.43,0.8,0.104,A3V,16.41647,0
8.52,3.91,0.83,1.155,K1III,16.480885,1
8.61,50.76,0.78,1.143,K5V,22.137608,0
9.47,7.45,1.36,0.685,G3V,18.830782,0
8.4,4.44,1.35,1.153,K1III,16.636913,1
6.52,6.46,0.86,0.987,K0III,15.571163,1
8.8,8.76,1.04,0.502,F6V,18.51252,0
7.53,11.79,0.68,0.455,F5IV,17.88757,1
8.45,1.26,1.06,1.467,K4III,13.951853,1
6.93,13.66,0.55,0.38,F3IV/V,17.607254,1
9.67,13.71,1.29,0.643,G5V,20.355186,0
8.73,0.5,1.26,1.341,K2IV/V,12.22485,1
4.92,8.18,0.85,1.434,K3III,14.483767,1
9.01,6.06,0.88,0.362,F0IV,17.922363,1
8.54,9.23,0.89,0.516,F7/F8V,18.366009,0
9.36,5.16,2.14,0.56,F6V,17.923248,0
9.39,5.2,4.03,0.459,F3V,17.970016,0
7.87,9.31,0.82,0.23,A7Vn,17.714748,0
7.47,1.69,0.61,1.375,K3III,13.609433,1
8.25,3.92,1.2,1.22,K0III,16.21643,1
8.15,2.61,0.74,1.201,K1/K2III,15.233202,1
8.73,2.82,1.28,1.397,G8V,15.981245,0
6.1,37.97,0.61,0.487,F8V,18.997204,0
7.38,0.72,0.93,1.197,K1III,11.666662,1
7.75,7.49,0.9,0.323,F0IV,17.12241,1
8.78,2.22,0.84,1.198,K1III,15.511765,1
7.28,6.82,0.99,1.168,K2III,16.448921,1
4.82,12.22,0.59,0.864,G8III,15.255356,1
7.95,0.87,1.06,1.068,K1III,12.647596,1
8.14,0.92,1.07,1.599,K5III,12.95894,1
7.58,0.57,0.91,1.644,M1III,11.359374,1
7.91,2.65,1.01,1.23,K1III,15.02623,1
9.23,6.04,0.96,0.508,F5V,18.135183,0
8.78,2.69,0.87,1.288,K2/K3III,15.9287615,1
6.98,6.54,0.84,0.271,A8V,16.057888,0
9.84,6.44,1.75,0.395,F2V,18.88443,0
7.88,5.58,5.72,0.571,G6:III:+...,16.61317,1
10.12,2.83,1.66,0.364,A0V,17.378933,0
8.44,4.7,1.1,0.298,F0V,16.80049,0
9.07,5.36,1.15,0.488,F5V,17.715824,0
7.82,1.41,0.83,0.337,B2III,13.566095,1
9.04,3.96,1.35,1.0,G9III,17.028477,1
8.47,8.4,1.63,0.407,F0V,18.091396,0
8.5,7.31,1.14,0.469,F5V,17.819588,0
5.84,6.85,0.82,1.576,M2III,15.018453,1
7.98,0.59,1.11,1.477,K3III,11.83426,1
8.69,1.97,0.85,1.444,K4III,15.162331,1
7.66,5.42,0.58,0.463,F3II,16.329996,1
8.07,23.61,1.03,0.651,G3/G5V,19.93548,0
9.38,13.46,1.29,0.662,G6V,20.025227,0
8.26,10.86,1.29,0.7,G3V,18.439148,0
6.36,6.09,0.53,0.906,G8II/III,15.283087,1
4.79,24.49,0.78,0.29,F0V,16.734943,0
8.99,6.21,1.28,0.548,F7V,17.955458,0
6.77,2.53,0.76,-0.073,B8III,13.785603,1
8.04,4.51,1.2,1.44,G8V,16.310883,0
8.74,4.71,1.25,0.4,F2V,17.105104,0
9.96,1.5,1.56,0.449,F2III,15.840456,1
8.19,1.78,0.77,1.332,K2III,14.4421,1
8.85,1.02,1.33,0.187,B9IV,13.893002,1
8.52,12.13,1.36,0.608,G0V,18.939304,0
6.94,5.8,0.93,1.252,M5III,15.757139,1
8.22,2.99,1.07,0.859,G8III/IV,15.598356,1
9.83,10.07,1.54,0.618,G5V,19.845146,0
8.48,3.32,1.0,1.056,K0/K1III,16.08569,1
11.96,14.22,3.28,1.253,K7V:,22.724499,0
8.69,7.03,0.77,0.969,K1III,17.924776,1
8.72,2.21,0.81,0.965,G6III,15.441961,1
6.65,8.63,0.79,0.08,A1IV,16.330053,1
9.91,2.46,1.19,0.449,F0V,16.864676,0
7.92,6.42,1.07,0.108,A2V,16.957676,0
8.58,16.89,1.41,0.648,G8/K0V:+...,19.718147,0
8.62,3.35,1.19,0.124,B9III,16.245224,1
10.44,1.29,1.77,0.34,A1V,15.992949,0
8.6,16.82,2.26,0.612,G2V,19.72913,0
8.66,2.04,0.82,1.036,G8III,15.208151,1
10.13,5.6,1.25,0.436,F5V,18.870941,0
6.37,9.42,0.79,1.006,K0III,16.240253,1
7.23,14.56,0.76,0.33,F3V,18.045807,0
8.47,2.37,1.2,2.155,M2Iab,15.343742,1
9.29,8.5,1.27,0.645,G3V,18.937096,0
9.18,16.84,1.28,0.679,G6V,20.31171,0
6.02,4.52,0.69,-0.042,B5III,14.295692,1
5.7,13.25,0.71,1.005,K0IV,16.311077,1
10.95,1.57,3.06,0.37,A0V,16.929499,0
9.66,9.49,1.99,0.52,F8V,19.54633,0
8.57,6.08,1.18,0.301,A8V,17.489517,0
2.86,45.74,0.55,0.29,F0V,16.161482,0
8.27,7.54,0.79,0.879,K0IV,17.656857,1
9.06,1.66,1.3,1.035,G9III,15.160541,1
8.38,3.59,1.21,0.891,G8III,16.155472,1
7.31,14.28,0.92,0.493,F6V,18.083641,0
9.45,7.09,0.89,0.421,F3V,18.703232,0
8.65,7.24,1.88,0.476,F3/F5V,17.948692,0
9.13,12.93,1.4,0.652,G5V,19.687992,0
8.38,6.59,0.92,0.357,F3IV,17.474426,1
7.38,2.56,0.74,1.604,M1III,14.4212,1
9.57,8.88,1.4,0.576,G0V,19.312065,0
6.62,4.63,2.36,0.478,A7/8V + G,14.947905,0
9.27,5.77,1.1,0.503,F5V,18.07588,0
7.91,2.52,0.74,1.0,K0III,14.917003,1
8.76,4.21,1.14,1.012,K0IV,16.88141,1
8.11,1.98,1.07,0.168,B9IV,14.593326,1
9.55,4.76,1.18,0.497,F7V,17.938034,0
9.51,1.93,1.03,1.062,K0III,15.937786,1
10.89,33.53,5.29,1.47,M1V:,23.517168,0
8.96,11.64,1.36,0.62,G3V,19.289764,0
7.32,5.85,0.97,1.064,K0III,16.155779,1
8.3,4.16,1.01,0.248,A4III/IV,16.395466,1
7.97,3.52,1.01,1.438,K3III,15.702713,1
8.56,4.13,0.96,0.446,F3V,16.639751,0
6.79,7.36,0.81,0.023,A0V,16.12439,0
8.83,5.47,1.32,0.25,A3III,17.519936,1
9.66,0.69,1.45,0.899,G8V,13.854245,0
9.12,5.1,0.9,0.463,F5IV/V,17.657852,1
12.21,83.2,3.68,1.54,M4Ve,26.810616,0
8.16,7.28,0.99,0.488,F2/F3V,17.470657,0
6.09,12.12,1.11,0.186,A6V,16.507515,0
6.93,6.8,0.86,0.928,G8III,16.092545,1
8.36,3.98,1.3,1.031,K0IV,16.359415,1
6.8,2.5,0.94,1.578,M2III,13.7897005,1
8.92,-1.6,1.44,1.491,K3III,14.9406,1
9.12,9.92,1.33,0.74,G5V,19.102558,0
5.89,8.17,0.84,1.031,K0III-IV,15.451111,1
7.3,14.86,0.61,0.423,F3V,18.160095,0
8.31,0.82,0.84,1.532,K4/K5III,12.879069,1
5.29,12.69,0.63,0.002,A0Vn,15.807309,0
5.57,12.55,0.62,1.052,K1III,16.06322,1
7.29,3.26,0.95,1.786,K4III,14.856089,1
8.85,3.09,1.15,0.048,A1V,16.299793,0
7.92,13.0,0.72,0.728,G5/G6IV,18.489716,1
9.2,5.37,1.37,1.517,K4III,17.849873,1
6.09,7.62,0.51,1.176,K2III,15.499775,1
7.69,5.21,0.98,0.354,A9III,16.274189,1
8.99,2.68,1.18,0.23,A3V,16.130674,0
9.48,0.22,1.75,1.061,G8/K0III,11.192113,1
9.63,12.73,1.69,0.827,K1IV,20.15414,1
8.56,3.03,0.75,1.369,K3III,15.967214,1
9.96,5.59,1.14,0.446,F3IV/V,18.69706,1
5.43,4.88,0.8,1.64,M0/M1III,13.872099,1
9.44,4.91,1.3,0.587,G2V,17.895409,0
9.81,13.11,4.16,0.661,G6V,20.398014,0
8.94,3.23,1.58,0.801,K1:III+...,16.486012,1
8.59,2.76,0.85,1.042,G8III,15.794546,1
9.4,5.37,1.26,1.187,K2III,18.049871,1
9.39,4.39,1.51,0.448,F2V,17.602322,0
8.28,6.03,1.08,0.473,F0III,17.181587,1
9.1,6.19,3.26,0.484,F3:V+...,18.058453,0
8.4,10.48,1.17,0.627,G1/G2V,18.501806,0
3.99,10.84,0.79,1.554,K5/M0III,14.165147,1
9.28,4.26,1.45,0.424,F2V,17.427048,0
7.99,22.8,1.18,0.66,G5V,19.779675,0
8.66,4.66,1.03,0.965,K0III,17.00193,1
8.82,4.36,0.85,0.528,F6IV,17.017433,1
5.89,32.18,0.96,0.61,G2IV,18.427929,1
8.58,3.83,1.13,0.166,A3V,16.495995,0
8.18,9.48,1.05,0.487,F7IV,18.064041,1
6.51,6.65,0.56,0.97,K0II/IIICN.,15.624108,1
9.15,2.18,0.9,1.034,G8/K0III/IV,15.842282,1
7.86,10.58,1.04,0.759,G5IV,17.982428,1
7.89,4.43,0.95,1.011,G8III-IV,16.122019,1
5.43,5.5,0.98,1.391,M3III,14.131813,1
8.7,9.68,1.18,0.415,F3V,18.629375,0
7.16,2.87,0.77,1.546,K5/M0III,14.4494095,1
8.87,5.03,1.18,0.523,F5V,17.37784,0
8.45,3.53,1.11,0.154,A1V,16.188873,0
7.66,7.77,0.61,0.486,F3/F5IV/V,17.112106,1
7.37,28.54,0.84,0.653,G3V,19.64727,0
8.91,7.58,1.22,0.45,F3V,18.308346,0
8.86,6.03,1.27,0.348,A7V,17.761585,0
8.33,2.19,1.17,1.107,K0III,15.032221,1
8.05,5.53,0.7,0.352,F0IV/V,16.763626,1
8.72,0.76,1.03,0.909,G6II,13.124068,1
9.05,10.89,1.1,0.641,G3V,19.235138,0
8.69,6.86,1.12,0.445,F2V,17.87162,0
7.04,2.9,0.84,1.428,K4III,14.35199,1
9.37,-0.9,0.91,1.308,K3III,14.141212,1
9.16,5.56,1.35,1.061,K1III,17.885374,1
8.93,24.32,0.85,0.797,K1V,20.859818,0
9.29,4.96,1.2,1.335,K3III,17.767408,1
6.72,10.94,1.07,0.137,A3IV,16.915085,1
8.76,23.8,1.21,0.746,G8III,20.642885,1
8.99,0.99,0.83,1.157,K0/K1III,13.968176,1
8.16,11.86,1.23,0.495,F7V,18.530424,0
8.49,2.86,1.33,1.72,K0IV,15.77183,1
8.96,1.78,2.76,0.188,B7III,15.2121,1
9.13,7.15,1.38,0.513,F6V,18.401531,0
6.84,21.86,0.53,0.576,F8/G0V,18.53825,0
9.97,4.77,2.37,1.7,G8/K0IV/V,18.36259,1
9.16,2.13,0.81,1.431,K2/K3III/IV,15.801898,1
9.48,5.3,1.35,0.6,F7V,18.10138,0
9.7,2.1,1.55,0.418,F5V:,16.311096,0
8.17,10.92,1.04,0.478,F3V,18.361115,0
8.61,1.09,1.14,0.891,G6III,13.7971325,1
8.8,2.32,0.88,1.147,K0III,15.6274395,1
8.4,1.36,1.11,1.305,K2/K3III,14.067695,1
7.47,5.94,0.9,0.925,G8III,16.338932,1
8.67,0.49,1.35,0.263,B2IV,12.12098,1
7.49,0.65,0.67,1.645,M3III,11.554566,1
8.1,2.64,0.72,0.199,A5/A6V,15.20802,0
5.34,11.71,0.73,0.883,G8III,15.682784,1
9.14,6.73,1.39,0.456,F3V,18.280075,0
8.3,4.48,1.12,0.207,A2V,16.556389,0
8.91,3.28,1.2,0.502,F5V,16.489368,0
8.85,3.31,0.8,1.298,K3II/III,16.44914,1
5.15,8.76,0.64,1.471,K5III,14.86252,1
8.86,0.38,1.27,0.226,B5V...,11.758917,0
10.16,24.83,1.91,1.19,K7V:,22.134884,0
8.88,7.01,1.03,0.569,G0V,18.10859,0
6.88,13.77,0.52,0.561,F8IV,17.574669,1
8.49,8.9,0.96,0.445,F3/F5V,18.23695,0
9.08,11.08,0.85,0.669,G5V,19.3027,0
6.8,1.44,0.6,1.63,M5III,12.591812,1
8.05,7.49,0.89,0.518,F5V,17.42241,0
8.97,7.11,0.88,0.491,F5V,18.229347,0
7.8,3.48,0.76,0.9,G8III,15.507896,1
7.71,5.1,1.09,1.368,K3III,16.247852,1
4.49,27.91,0.56,0.164,A3IV,16.7188,1
7.46,4.25,0.91,1.685,K5V,15.601945,0
9.54,3.37,0.88,0.484,F3/F5V,17.17815,0
9.08,2.81,1.3,1.032,K0III,16.323532,1
10.48,25.12,2.54,1.246,K7V:,22.480099,0
8.01,2.9,0.98,0.076,B8V,15.321991,0
7.21,18.56,0.95,0.496,F8V,18.55289,0
6.57,7.89,0.87,1.007,K1III,16.055386,1
7.71,14.85,0.8,0.446,F5/F6V,18.568632,0
9.79,10.73,1.65,0.545,G2V,19.942997,0
7.87,15.71,1.87,0.492,F6V,18.85088,0
9.22,1.7,2.25,0.21,B3II,15.372245,1
8.06,15.49,0.69,0.611,F7/8V(p),19.010258,0
8.22,16.29,1.62,0.83,G9V,19.279606,0
7.28,1.92,0.69,1.56,K5III,13.6965065,1
8.23,5.79,1.05,0.571,F6/F7V,17.043392,0
4.99,4.41,0.62,-0.071,B8III,13.212193,1
10.04,1.74,2.05,0.492,F3V,16.242746,0
9.38,2.39,1.51,1.098,K4V,16.27199,0
8.29,5.13,0.76,1.011,K0III,16.840588,1
8.38,6.5,0.81,0.43,F3/F5V,17.444569,0
9.77,7.85,3.33,0.95,K0/K1V,19.244349,0
8.55,4.39,1.09,1.205,K1III,16.762321,1
6.4,7.22,0.75,0.135,A3III,15.692686,1
8.94,-0.32,1.13,-0.054,O9V,11.46575,0
7.86,13.73,0.88,0.487,F6V,18.548353,0
8.59,2.3,1.25,0.391,F0III,15.39864,1
9.03,4.74,0.88,1.096,K1III,17.408892,1
9.39,3.21,1.41,0.852,G5III,16.922525,1
8.77,1.89,1.32,1.282,K2III,15.152309,1
8.49,5.7,0.88,0.279,A8III,17.269375,1
5.97,3.86,0.98,1.584,M2III,13.902937,1
6.97,4.34,0.78,-0.106,B6V,15.157448,0
7.78,4.14,0.89,1.047,K0III,15.865002,1
8.08,2.94,1.11,0.221,B1:V:pe,15.421737,0
8.73,10.31,1.07,0.455,F3/F5V,18.796293,0
6.89,3.34,0.57,1.36,K2III,14.508732,1
8.76,1.47,1.31,1.008,K0V,14.596587,0
7.93,3.32,0.7,1.608,K5III,15.53569,1
8.85,2.06,0.78,-0.126,B5V,15.419336,0
9.21,12.92,1.39,0.662,G3V,19.766312,0
8.03,0.09,1.16,1.426,K2/K3III,7.8012123,1
9.02,31.79,1.17,1.02,K2V,21.531452,0
8.49,2.77,1.11,1.356,K3III,15.702398,1
8.71,2.7,1.07,0.052,B7IV,15.866819,1
9.12,1.35,0.87,1.077,G8III,14.771669,1
6.3,3.4,0.83,1.34,K2III,13.957395,1
6.0,11.49,0.64,0.029,A1Vn,16.3016,0
5.5,8.81,0.82,0.029,A2V,15.224879,0
7.28,4.08,0.69,0.187,A6V,15.333302,0
5.87,9.91,0.88,0.966,K0II/III,15.8503685,1
5.59,0.94,0.64,0.325,B8Ib,10.455639,1
9.35,7.85,2.32,0.244,B9III,18.824348,1
7.62,4.76,0.94,1.148,K0III,16.008034,1
8.1,2.69,0.79,0.867,G6/G8III/IV,15.248762,1
8.41,2.74,0.73,1.191,K1/K2IIICN.,15.598753,1
8.11,0.22,1.07,1.5,M4Ib+...,9.822113,1
6.12,8.98,0.58,0.162,A5III,15.886382,1
8.85,7.48,1.22,0.264,A3/A4III,18.21951,1
9.32,7.88,1.1,0.423,F5V,18.802631,0
5.42,11.31,0.85,0.146,A5III,15.687313,1
8.58,3.38,1.29,1.535,M2III,16.224583,1
8.15,3.0,1.11,0.256,A7V,15.535606,0
3.95,20.12,0.56,-0.002,A2V,15.46814,0
8.29,6.38,1.0,0.408,F2IV/V,17.314102,1
11.54,21.7,3.39,1.34,K7V:,23.222298,0
7.39,5.84,0.92,1.074,K2III,16.222065,1
9.69,12.43,1.01,0.764,G8/K0IV/V,20.162354,1
9.0,2.24,1.16,0.003,B9V,15.75124,0
5.64,18.9,0.71,0.537,F8IV,17.022308,1
5.61,4.98,0.81,1.589,K5Iab:,14.096148,1
8.07,11.54,0.67,0.365,F2IV/V,18.38103,1
6.24,2.43,0.9,1.424,K4III,13.168032,1
8.69,7.18,0.79,0.433,F3V,17.970623,0
8.69,22.16,0.98,0.722,G8V,20.417847,0
5.96,9.89,0.88,0.851,G5V...,15.935982,0
7.53,-0.72,0.91,1.677,G5Ia,11.816663,1
9.39,7.99,1.25,0.605,G1V,18.902733,0
8.4,2.9,0.72,-0.057,B9V,15.71199,0
7.03,2.95,0.96,1.605,M0/M1III,14.37911,1
2.1,9.19,0.73,1.37,B8V,11.916578,0
7.3,20.34,1.04,0.694,G3V,18.841755,0
8.89,9.62,1.12,0.734,G3IV,18.805876,1
7.86,4.29,0.96,1.02,K0III,16.022287,1
9.91,3.97,1.54,0.737,G8V:,17.903954,0
9.31,4.8,2.23,0.635,G3IV/V,17.716206,1
8.89,10.92,1.0,0.667,G8/K0III+..,19.081116,1
8.71,6.98,1.67,0.4,F3/F5V,17.929276,0
6.43,3.1,0.83,1.498,K4III,13.886808,1
7.36,22.16,0.93,0.555,F6IV,19.087849,1
9.47,12.6,1.4,0.678,G5V,19.971851,0
9.72,3.88,4.35,0.724,G3V,17.664158,0
9.14,3.64,1.77,1.038,K0/K1IV,16.945507,1
8.26,3.07,0.77,0.231,A4IV,15.695692,1
8.42,5.62,1.23,0.74,G3IV,17.168682,1
7.14,4.48,0.84,1.01,G8III,15.396389,1
7.81,15.02,0.83,0.607,G0V,18.69335,0
9.27,11.26,1.24,0.652,G2V,19.527693,0
7.5,13.52,1.04,0.461,F5V,18.154884,0
7.7,5.89,0.62,0.151,A5V,16.550575,0
8.41,8.63,1.24,0.548,F7V,18.090054,0
9.14,2.59,0.91,1.019,K0III,16.2065,1
6.45,21.17,0.56,0.386,F2V,18.078604,0
7.27,13.88,1.04,0.418,F3V,17.981947,0
9.29,4.05,1.16,0.511,F5IV,17.327274,1
9.33,-0.37,1.5,0.432,B8V,12.171009,0
6.52,9.78,0.69,0.003,A0V,16.471695,0
8.66,32.32,9.52,0.566,G0/G1V,21.207357,0
7.7,5.99,0.96,1.198,K2IIICN...,16.587133,1
8.78,9.04,1.83,0.9,K2III:,18.56084,1
8.74,2.36,1.11,0.18,A3V,15.604559,0
7.99,2.75,0.67,-0.005,B9V,15.186664,0
8.78,1.37,0.9,0.953,G6III,14.463602,1
8.25,4.25,1.14,0.38,F3III,16.391945,1
7.37,1.66,1.0,1.612,M2/M3III,13.47054,1
8.22,11.98,1.7,0.614,F8V,18.612286,0
9.51,8.1,1.07,0.565,G0V,19.052425,0
7.94,4.7,1.01,0.997,K0III,16.30049,1
10.05,10.47,1.42,0.563,F8V,20.149734,0
7.79,39.16,1.11,0.832,K0V,20.754211,0
7.1,-0.18,0.95,0.307,B1III,8.376363,1
8.15,1.43,0.72,1.248,K2III,13.92668,1
7.51,15.0,0.95,0.571,F7IV,18.390457,1
9.78,-0.95,1.96,0.504,F6V,14.668617,0
5.27,29.8,0.56,0.345,F0Vn,17.64108,0
7.71,7.73,1.13,0.5,F0III/IV+..,17.150898,1
9.52,1.28,1.33,1.5,K2III,15.05605,1
7.34,2.38,0.93,1.483,K4III,14.222885,1
7.34,0.91,0.89,0.924,G6:IIICNpva,12.135207,1
7.82,6.29,0.87,1.102,K1III,16.813253,1
9.6,14.83,2.44,0.785,K0V,20.455706,0
8.68,20.85,1.19,0.684,G5V,20.275532,0
9.78,7.87,1.54,0.771,G3/G5III:,19.259872,1
8.74,6.19,1.46,0.212,A4V,17.698452,0
9.83,1.13,1.95,0.555,G0V,15.095392,0
8.62,7.41,1.07,0.992,K0III,17.96909,1
9.56,30.57,3.71,1.021,K3V,21.986477,0
8.86,3.69,1.3,0.194,A2IV,16.695131,1
7.81,3.17,0.8,1.642,M1/M2III,15.315296,1
9.4,2.85,1.36,1.108,G8III,16.674225,1
9.21,1.13,0.94,1.074,K0III,14.475392,1
12.02,26.21,3.7,1.428,M1V:,24.112335,0
5.22,7.65,0.52,0.954,G8III,14.638308,1
8.3,0.39,1.06,0.382,B0.5III,11.255323,1
7.47,11.36,0.68,0.436,F5/F6V,17.746891,0
8.95,21.63,1.45,0.795,G8/K0V,20.625282,0
9.05,14.5,0.86,0.589,G0/G1V,19.856838,0
7.31,6.95,0.65,1.068,K0III,16.519924,1
8.55,22.31,1.89,0.885,K1V,20.292498,0
8.51,6.64,0.95,0.53,F8V,17.620842,0
8.64,1.44,1.37,1.397,K3III,14.431812,1
7.55,4.16,0.93,1.015,K0III,15.645467,1
9.22,4.29,0.87,0.627,G1IV,17.382286,1
9.79,9.47,1.12,0.649,G5V,19.67175,0
9.38,5.8,1.43,0.624,G3V,18.19714,0
9.28,0.97,0.98,1.181,K2III,14.213859,1
8.36,3.28,1.28,1.4,G2II,15.939369,1
8.34,7.29,1.17,1.008,K1III,17.653637,1
8.2,7.55,1.06,0.499,F5V,17.589735,0
7.53,5.49,0.96,1.166,K0III,16.227861,1
9.34,8.03,1.45,0.546,F8V,18.863579,0
8.76,9.45,1.08,0.546,F7V,18.63716,0
7.93,0.72,0.89,-0.05,B1.5II,12.216662,1
7.08,2.45,0.73,1.61,M3III,14.02583,1
7.98,1.28,0.94,0.067,B4IV,13.51605,1
9.33,8.25,1.22,0.676,G6V,18.91227,0
6.96,4.3,0.96,1.394,K2/K3III,15.127342,1
7.02,4.6,0.57,1.032,K1III,15.33379,1
9.02,-1.13,1.13,0.084,B2III,14.285393,1
6.89,43.14,0.94,0.662,G2V,20.0644,0
8.94,6.86,1.41,0.348,F0V,18.12162,0
7.86,3.45,1.08,1.255,K2III,15.549095,1
8.67,5.48,1.3,0.223,B9V,17.363903,0
8.86,2.0,0.84,1.07,K0III,15.36515,1
9.6,4.23,1.34,1.075,K0/K1III,17.731703,1
8.06,12.05,1.03,0.612,G3V,18.464935,0
7.53,4.28,0.87,1.129,K1III,15.68722,1
9.59,2.97,1.52,1.012,K1III,16.953781,1
9.5,5.02,2.08,0.439,F5IV/V,18.00352,1
9.38,11.99,1.12,0.578,G1V,19.774097,0
10.41,4.11,1.85,0.355,A9V,18.47921,0
6.01,2.81,0.83,-0.03,B9IV-Vn,13.253531,1
9.09,2.47,1.13,0.995,K0III,16.053486,1
6.39,12.01,0.84,1.143,K1III,16.787716,1
7.3,6.62,0.88,1.049,K1III,16.40429,1
9.27,1.78,1.04,1.446,K4/K5III,15.5221,1
7.58,3.47,1.03,1.626,M1III,15.281647,1
6.71,6.57,0.54,0.883,G8III,15.797828,1
7.85,2.34,0.94,1.61,M0III,14.696079,1
8.36,10.72,0.83,0.453,F5V,18.510975,0
9.63,7.02,1.47,0.586,G0V,18.861687,0
9.21,10.82,1.1,0.695,G6IV/V,19.381138,1
2.01,49.48,0.99,1.151,K2III,15.482148,1
7.51,18.83,0.58,0.534,F7/F8V,18.884253,0
8.61,2.46,1.32,2.157,M2Ia0-a...,15.564675,1
8.27,0.86,1.19,1.094,K1III:,12.9424925,1
8.83,11.34,1.97,0.7,G5V,19.103065,0
8.64,19.93,0.79,0.701,G5V,20.137535,0
9.11,4.47,1.17,1.314,K2III,17.361538,1
9.41,5.11,1.67,0.495,F7V,17.952105,0
9.34,2.23,1.43,0.44,A5V,16.081524,0
8.85,3.42,0.86,1.071,K1III,16.52013,1
7.7,3.84,0.92,1.066,K1IIICN...,15.621656,1
9.0,1.88,0.82,1.393,K2/K3III:,15.37079,1
7.5,22.24,0.63,0.544,F8V,19.235674,0
9.48,5.3,2.59,0.835,G8V,18.10138,0
6.88,27.04,0.86,0.624,G2V,19.040035,0
9.6,10.48,1.14,0.685,G8V,19.701807,0
8.62,5.81,1.9,1.007,K0III,17.44088,1
9.21,7.87,1.12,0.423,F5V,18.689873,0
11.22,22.44,2.61,1.271,K7V:,22.975113,0
9.82,11.6,1.06,0.677,G5/G6IV/V,20.142288,1
8.33,2.81,1.11,1.099,K0III,15.573531,1
7.88,3.97,0.76,1.181,K2IIICN...,15.873953,1
8.69,7.5,1.14,0.303,A9V,18.065306,0
8.96,8.71,1.43,0.488,F5/F6V,18.660091,0
9.41,-1.03,1.37,0.004,B1V,14.474186,0
8.92,11.51,1.3,0.495,F5V,19.225376,0
8.33,4.23,1.32,1.259,K2/K3III,16.461702,1
8.58,7.86,1.11,0.417,F2IV/V,18.057114,1
7.99,14.07,1.05,0.486,F5/F6V,18.73147,0
7.77,1.25,1.01,1.604,K5III,13.25455,1
6.5,11.47,0.67,0.205,A4V,16.797817,0
8.75,2.49,0.83,1.252,K2IIICN...,15.730997,1
8.26,3.73,1.23,1.1,K0III,16.118546,1
7.23,9.43,0.8,0.27,A8/A9IV,17.102558,1
9.37,10.37,1.29,0.662,G5V,19.448895,0
8.34,8.29,1.25,0.71,G3V,17.932774,0
7.6,4.67,0.87,1.1,K1III,15.946585,1
9.53,1.04,1.51,0.174,B8V,14.615167,0
10.01,17.3,1.52,1.075,K7V:,21.200232,0
8.52,7.42,0.8,0.39,F3V,17.87202,0
10.16,4.45,1.71,0.53,F7/F8V,18.4018,0
8.98,4.94,1.1,0.94,G8III,17.448635,1
